#TEXT,TEXT,TEXT,TEXT,NUM,NUM,NUM,TEXT,NUM,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,NUM,TEXT,TEXT,NUM,NUM,TEXT,TEXT,NUM,Text,TEXT,TEXT,NUM
id,assetID,uiAsset,nickName,type,rarity,isEvolutionable,evolutionID,property,levelUpExpRate,healthModifyRate,strengthModifyRate,intelligenceModifyRate,speedModifyRate,defenseModifyRate,enduranceModifyRate,recoveryRate,equip,spellIDList,weakpointList,friendship,disposition,closeUp,fragmentId,fragmentCount,say,monsterfounds,background,black
bosschaoxue57Wendige3,bosschaoxue57Wendige3@moxing,icon_xgWendige_lan,xgWendige,1,6,0,null,3,1,25,3.75,3.75,1.1,1.6,1,1,2,"[""bosschaoxue57Wendige31"",""bosschaoxue57Wendige32"",""bosschaoxue57Wendige33"",""bosschaoxue57Wendige34"",""lazy"",""defend""]","[""bosschaoxue57Wendige3wp01"",""bosschaoxue57Wendige3wp02"",""bosschaoxue57Wendige3wp03"",""bosschaoxue57Wendige3wp04""]",148,1,txWendige,,-1,bosschaoxue57Wendige3tips,"2_1,2_2,3_1",bossdajie16Xiaochou3,0
bosschaoxue58Yimier3,bosschaoxue58Yimier3@moxing,icon_xgYoumier_lan,Yimier,1,6,0,null,3,1,20,4,4,1.3,1.8,1,1,2,"[""bosschaoxue58Yimier31"",""bosschaoxue58Yimier32"",""bosschaoxue58Yimier33"",""bosschaoxue58Yimier34"",""lazy"",""defend""]","[""bosschaoxue58Yimier3wp01"",""bosschaoxue58Yimier3wp02"",""bosschaoxue58Yimier3wp03"",""bosschaoxue58Yimier3wp04"",""bosschaoxue58Yimier3wp05""]",149,1,txYimier,,-1,bosschaoxue58Yimier3tips,"2_1,2_2,3_1",xgXiaochou3,0
bossminghe61Dujiaoshou5,bossminghe61Dujiaoshou5@moxing,icon_xgDujiaoshou_hei,xgDujiaoshou,5,6,0,null,5,1,21,3,3,1.35,1.35,1,1,2,"[""bossminghe61Dujiaoshou51"",""bossminghe61Dujiaoshou52"",""bossminghe61Dujiaoshou53"",""bossminghe61Dujiaoshou54"",""lazy"",""defend""]","[""bossminghe61Dujiaoshou5wp01"",""bossminghe61Dujiaoshou5wp02"",""bossminghe61Dujiaoshou5wp03"",""bossminghe61Dujiaoshou5wp04""]",150,1,txDujiaoshou,,-1,bossminghe61Dujiaoshou5tips,"2_1,2_2,3_1",xgKairuisi4,0
bossminghe62Anpusha5,bossminghe62Anpusha5@moxing,icon_xgAnpusha_hei,xgAnpusha,1,6,0,null,5,1,18,4,4,1.75,1.2,1,1,2,"[""bossminghe62Anpusha51"",""bossminghe62Anpusha52"",""bossminghe62Anpusha53"",""bossminghe62Anpusha54"",""lazy"",""defend""]","[""bossminghe62Anpusha5wp01"",""bossminghe62Anpusha5wp02""]",151,1,txAnpusha,,-1,bossminghe62Anpusha5tips,"2_1,2_2,3_1",xgHetong2,0
bossminghe63Ifrit5,bossminghe63Ifrit5@moxing,icon_xgYifulite_hei,xgIfrit,1,6,0,null,5,1,25,4.75,4.75,1.2,1.6,1,1,2,"[""bossminghe63Ifrit51"",""bossminghe63Ifrit52"",""bossminghe63Ifrit53"",""bossminghe63Ifrit54"",""bossminghe63Ifrit55"",""lazy"",""defend""]","[""bossminghe63Ifrit5wp01"",""bossminghe63Ifrit5wp02"",""bossminghe63Ifrit5wp03"",""bossminghe63Ifrit5wp04""]",153,1,txIfrit,,-1,bossminghe63Ifrit5tips,"2_1,2_2,3_1",xgXiaochou4,0
bossminghe64Nvyao5,bossminghe64Nvyao5@moxing,icon_xgNvyao_hei,xgNvyao,1,6,0,null,5,1,27,4,4,1.3,1.75,1,1,2,"[""bossminghe64Nvyao51"",""bossminghe64Nvyao52"",""bossminghe64Nvyao53"",""bossminghe64Nvyao54"",""lazy"",""defend""]","[""bossminghe64Nvyao5wp01"",""bossminghe64Nvyao5wp02"",""bossminghe64Nvyao5wp03"",""bossminghe64Nvyao5wp04"",""bossminghe64Nvyao5wp05""]",154,1,txNvyao,,-1,bossminghe64Nvyao5tips,"2_1,2_2,3_1",xgCike4,0
bossminghe65Weitianshi5,bossminghe65Weitianshi5@moxing,icon_xgWeitianshi_hei,xgWeitianshi,1,6,0,null,5,1,20,3.75,3.75,1.6,1.2,1,1,2,"[""bossminghe65Weitianshi51"",""bossminghe65Weitianshi52"",""bossminghe65Weitianshi53"",""bossminghe65Weitianshi54"",""lazy"",""defend""]","[""bossminghe65Weitianshi5wp01"",""bossminghe65Weitianshi5wp02""]",155,1,txWeitianshi,,-1,bossminghe65Weitianshi5tips,"2_1,2_2,3_1",xgPanshen2,0
bossminghe66Saibulesi5,bossminghe66Saibulesi5@moxing,icon_xgSantouquan_hei,xgSaibulesi,1,6,0,null,5,1,27,3.75,3.75,1.4,1.2,1,1,2,"[""bossminghe66Saibulesi51"",""bossminghe66Saibulesi52"",""bossminghe66Saibulesi53"",""bossminghe66Saibulesi54"",""bossminghe66Saibulesi55"",""lazy"",""defend""]","[""bossminghe66Saibulesi5wp01"",""bossminghe66Saibulesi5wp02"",""bossminghe66Saibulesi5wp03"",""bossminghe66Saibulesi5wp04""]",157,1,txSaibulesi,,-1,bossminghe66Saibulesi5tips,"2_1,2_2,3_1",xgWushi3,0
bossminghe67Change5,bossminghe67Change5@moxing,icon_xgChange_hei,xgChange,1,6,0,null,5,1,24,4.5,4.5,1.6,1.2,1,1,2,"[""bossminghe67Change51"",""bossminghe67Change52"",""bossminghe67Change53"",""bossminghe67Change54"",""bossminghe67Change55"",""lazy"",""defend""]","[""bossminghe67Change5wp01"",""bossminghe67Change5wp02"",""bossminghe67Change5wp03""]",158,1,txChange,,-1,bossminghe67Change5tips,"2_1,2_2,3_1",xgWushi4,0
bossminghe68Karong5,bossminghe68Karong5@moxing,icon_xgKarong_hei,Karong,1,6,0,null,5,1,30,4,4,1.6,1.5,1,1,2,"[""bossminghe68Karong51"",""bossminghe68Karong52"",""bossminghe68Karong53"",""bossminghe68Karong54"",""bossminghe68Karong55"",""lazy"",""defend""]","[""bossminghe68Karong5wp01"",""bossminghe68Karong5wp02"",""bossminghe68Karong5wp03"",""bossminghe68Karong5wp04"",""bossminghe68Karong5wp05""]",159,1,txKarong,,-1,bossminghe68Karong5tips,"2_1,2_2,3_1",xgXiyiren4,0
xgsiwangtaChange1,xgChange1@moxing,icon_xgChange_bai,xgChange,2,6,0,null,1,1,1,1.1,1.25,1.02,1.1,1,1,3,"[""ultChange1"",""attackMetalSlight"",""magicMetalBallStrong"",""psvsiwangtaChange1"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",110,2,txChange1,,-1,changetips,"2_1,2_2,3_1",bossdajie17Huapo2,0
bosssiwangtaMengyan5,bosschaoxue52Mengyan5@moxing,icon_xgMengyan_hei,xgMengyan,2,6,0,null,5,1,16,2.4,2.4,1.04,1.8,1,1,2,"[""bosschaoxue52Mengyan51"",""bosschaoxue52Mengyan52"",""bosschaoxue52Mengyan53"",""lazy"",""defend""]","[""bosschaoxue52Mengyan5wp01"",""bosschaoxue52Mengyan5wp02""]",167,1,txMengyan,,-1,bosschaoxue52Mengyan5tips,"2_1,2_2,3_1",xgNvyao5,0
bosssiwangtaCike4,bossdajie13Cike4@moxing,icon_xgHuocike_hong,xgCike,1,6,0,null,4,1,7.5,4,1.65,1.5,3.3,1,1,2,"[""bossdajie13Cike41"",""bossdajie13Cike42"",""bossdajie13Cike43"",""bossdajie13Cike44"",""lazy"",""defend""]","[""bossdajie13Cike4wp01"",""bossdajie13Cike4wp02""]",168,6,txCike4,,-1,bossdajie13Cike4tips,"2_1,2_2,3_1",xgNvyao1,0
bosssiwangtaSheshou3,bosschaoxue55Sheshou3@moxing,icon_xgSheshouzuo_lan,xgSheshouzuo,1,6,0,null,3,1,20,3,1.5,2,1.6,1,1,2,"[""bosschaoxue55Sheshou31"",""bosschaoxue55Sheshou32"",""bosschaoxue55Sheshou33"",""bosschaoxue55Sheshou34"",""bosschaoxue55Sheshou35"",""lazy"",""defend""]","[""bosschaoxue55Sheshou3wp01"",""bosschaoxue55Sheshou3wp02""]",169,1,txSheshouzuo,,-1,bosschaoxue55Sheshou3tips,"2_1,2_2,3_1",xgHapi1,0
bosssiwangtaMantuoluo2,bossdajie12Mantuoluo2@moxing,icon_xgMantuoluo_lv,xgMantuoluo,4,6,0,null,2,1,18,6,1.7,1.5,1.5,1,1,2,"[""bossdajie12Mantuoluo21"",""bossdajie12Mantuoluo22"",""bossdajie12Mantuoluo23"",""bossdajie12Mantuoluo24"",""lazy"",""defend""]","[""bossdajie12Mantuoluo2wp01"",""bossdajie12Mantuoluo2wp02""]",170,2,txMantuoluo2,,-1,bossdajie12Mantuoluo2tips,"2_1,2_2,3_1",xgPiying5,0
bosssiwangtaHapi1,bosssenlin37Hapi1@moxing,icon_xgHapi_bai,xgHapi,1,6,0,null,1,1,20,5,5,2,1.3,1,1,4,"[""bosssenlin37Hapi11"",""bosssenlin37Hapi12"",""bosssenlin37Hapi13"",""bosssenlin37Hapi14"",""bosssenlin37Hapi15"",""lazy"",""defend""]","[""bosssenlin37Hapi1wp01"",""bosssenlin37Hapi1wp02"",""bosssenlin37Hapi1wp03""]",171,3,txMuling2,,-1,bosssenlin37Hapi1tips,"2_1,2_2,3_1",xgPiying1,0
bosssiwangtaXiaochou2,bosssenlin35Xiaochou2@moxing,icon_xgXiaochou_lv,xgXiaochou,2,6,0,null,2,1,20,3.3,6,1.3,1.2,1,1,4,"[""bosssenlin35Xiaochou21"",""bosssenlin35Xiaochou22"",""bosssenlin35Xiaochou23"",""bosssenlin35Xiaochou24"",""bosssenlin35Xiaochou25"",""lazy"",""defend""]","[""bosssenlin35Xiaochou2wp01"",""bosssenlin35Xiaochou2wp02""]",172,1,txMuling2,,-1,bosssenlin35Xiaochou2tips,"2_1,2_2,3_1",xgKairuisi5,0
bosssiwangtaLangren5,bosschaoxue51Langren5@moxing,icon_xgLangren_hei,xgLangren,1,6,0,null,5,1,17.5,3,1.5,2,1.6,1,1,2,"[""bosschaoxue51Langren51"",""bosschaoxue51Langren52"",""bosschaoxue51Langren53"",""bosschaoxue51Langren54"",""bosschaoxue51Langren55"",""lazy"",""defend""]","[""bosschaoxue51Langren5wp01"",""bosschaoxue51Langren5wp02"",""bosschaoxue51Langren5wp03""]",173,1,txLangren,,-1,bosschaoxue51Langren5tips,"2_1,2_2,3_1",xgKahuna2,0
bosssiwangtaHuoniao4,bosshuoshan43Huoniao4@moxing,icon_xgHuoniao_hong,xgHuoniao,1,6,0,null,4,1,22,2,5,1.25,1,1,1,4,"[""bosshuoshan43Huoniao41"",""bosshuoshan43Huoniao42"",""bosshuoshan43Huoniao43"",""bosshuoshan43Huoniao44"",""lazy"",""defend""]","[""bosshuoshan43Huoniao4wp01"",""bosshuoshan43Huoniao4wp02"",""bosshuoshan43Huoniao4wp03"",""bosshuoshan43Huoniao4wp04""]",174,3,txMuling2,,-1,bosshuoshan43Huoniao4tips,"2_1,2_2,3_1",xgYifanmumian1,0
bosssiwangtaSaibulesi5,bossminghe66Saibulesi5@moxing,icon_xgSantouquan_hei,xgSaibulesi,1,6,0,null,5,1,18,2.5,3,1.8,2,1,1,2,"[""bossminghe66Saibulesi51"",""bossminghe66Saibulesi52"",""bossminghe66Saibulesi53"",""bossminghe66Saibulesi54"",""bossminghe66Saibulesi55"",""lazy"",""defend""]","[""bossminghe66Saibulesi5wp01"",""bossminghe66Saibulesi5wp02"",""bossminghe66Saibulesi5wp03"",""bossminghe66Saibulesi5wp04""]",175,1,txSaibulesi,,-1,bossminghe66Saibulesi5tips,"2_1,2_2,3_1",bosskongdao78Jinglingwang1,0
bosssiwangtaBingyan3,bosschaoxue54Bingyan3@moxing,icon_xgBingyan_lan,xgBingyan,3,6,0,null,3,1,30,3.5,4.5,1.5,3.5,1,1,1,"[""bosschaoxue54Bingyan31"",""bosschaoxue54Bingyan32"",""bosschaoxue54Bingyan33"",""bosschaoxue54Bingyan34"",""lazy"",""defend""]","[""bosschaoxue54Bingyan3wp01"",""bosschaoxue54Bingyan3wp02"",""bosschaoxue54Bingyan3wp03"",""bosschaoxue54Bingyan3wp04"",""bosschaoxue54Bingyan3wp05"",""bosschaoxue54Bingyan3wp06"",""bosschaoxue54Bingyan3wp07""]",176,6,txBingyan,,-1,bosschaoxue54Bingyan3tips,"2_1,2_2,3_1",xgJinglingwang2,0
bosssiwangtaWeitianshi5,bossminghe65Weitianshi5@moxing,icon_xgWeitianshi_hei,xgWeitianshi,1,6,0,null,5,1,20,3.45,1.5,2,1.6,1,1,2,"[""bossminghe65Weitianshi51"",""bossminghe65Weitianshi52"",""bossminghe65Weitianshi53"",""bossminghe65Weitianshi54"",""lazy"",""defend""]","[""bossminghe65Weitianshi5wp01"",""bossminghe65Weitianshi5wp02""]",177,1,txWeitianshi,,-1,bossminghe65Weitianshi5tips,"2_1,2_2,3_1",xgBingxuenvwang3,0
bosssiwangtaXiyiren2,bossxiaoxiang22Xiyiren2@moxing,icon_xgXiyiren_lv,xgXiyiren,1,6,0,null,2,1,22,5,5,1,2.6,1,1,2,"[""bossxiaoxiang22Xiyiren21"",""bossxiaoxiang22Xiyiren22"",""bossxiaoxiang22Xiyiren23"",""bossxiaoxiang22Xiyiren24"",""lazy"",""defend""]","[""bossxiaoxiang22Xiyiren2wp01"",""bossxiaoxiang22Xiyiren2wp02"",""bossxiaoxiang22Xiyiren2wp03""]",178,1,txXiyiren2,,-1,bossxiaoxiang22Xiyiren2tips,"2_1,2_2,3_1",bossdajie11Xiaochou4,0
bosssiwangtaNvyao5,bossminghe64Nvyao5@moxing,icon_xgNvyao_hei,xgNvyao,1,6,0,null,5,1,20,3,3.6,2,1.6,1,1,2,"[""bossminghe64Nvyao51"",""bossminghe64Nvyao52"",""bossminghe64Nvyao53"",""bossminghe64Nvyao54"",""lazy"",""defend""]","[""bossminghe64Nvyao5wp01"",""bossminghe64Nvyao5wp02"",""bossminghe64Nvyao5wp03"",""bossminghe64Nvyao5wp04"",""bossminghe64Nvyao5wp05""]",179,1,txNvyao,,-1,bossminghe64Nvyao5tips,"2_1,2_2,3_1",bossdajie11Moguguai4,0
bosssiwangtaWushi4,bossxiaoxiang21Wushi4@moxing,icon_xgWushi_hong,xgWushi,2,6,0,null,4,1,23,3,5.8,1.65,1.8,1,1,4,"[""bossxiaoxiang21Wushi41"",""bossxiaoxiang21Wushi42"",""bossxiaoxiang21Wushi43"",""bossxiaoxiang21Wushi44"",""lazy"",""defend""]","[""bossxiaoxiang21Wushi4wp01"",""bossxiaoxiang21Wushi4wp02"",""bossxiaoxiang21Wushi4wp03""]",181,2,txWushi4,,-1,bossxiaoxiang21Wushi4tips,"2_1,2_2,3_1",bossdajie13Cike4,0
bosssiwangtaDatiangou4,bosssiwangtaDatiangou4@moxing,icon_xgDatiangou_hong,Datiangou,3,6,0,null,4,1,32,3.2,4.8,2,1.5,1,1,4,"[""bosshuoshan44Datiangou42"",""bosshuoshan44Datiangou43"",""bosshuoshan44Datiangou44"",""lazy"",""defend""]","[""bosshuoshan44Datiangou4wp01"",""bosshuoshan44Datiangou4wp02"",""bosshuoshan44Datiangou4wp03"",""bosssiwangtaDatiangou4wp04"",""bosssiwangtaDatiangou4wp05""]",160,1,txMuling2,,-1,bosssiwangtaDatiangou4tips,"2_1,2_2,3_1",xgMantuoluo2,0
bosssiwangtaMomo1,bosssiwangtaMomo1@moxing,icon_xgMomo_bai,xgMomo,3,6,0,null,1,1,20,2.5,4,1.2,1.5,1,1,4,"[""bosssenlin36Momo11"",""bosssiwangtaMomo12"",""bosssenlin36Momo14"",""lazy"",""defend""]","[""bosssenlin36Momo1wp01"",""bosssenlin36Momo1wp02""]",161,2,txMuling2,,-1,bosssenlin36Momo1tips,"2_1,2_2,3_1",xgHetong3,0
bosssiwangtaWendige3,bosschaoxue57Wendige3@moxing,icon_xgWendige_lan,xgWendige,1,6,0,null,3,1,22,4.5,1.5,1.5,1.6,1,1,2,"[""bosschaoxue57Wendige31"",""bosschaoxue57Wendige32"",""bosschaoxue57Wendige33"",""bosschaoxue57Wendige34"",""lazy"",""defend""]","[""bosschaoxue57Wendige3wp01"",""bosschaoxue57Wendige3wp02"",""bosschaoxue57Wendige3wp03"",""bosschaoxue57Wendige3wp04""]",182,1,txWendige,,-1,bosschaoxue57Wendige3tips,"2_1,2_2,3_1",bossdajie15Langren3,0
bosssiwangtaIfrit5,bosssiwangtaIfrit5@moxing,icon_xgYifulite_hei,xgIfrit,1,6,0,null,5,1,20,2,1.3,1.6,1.6,1,1,2,"[""bosssiwangtaIfrit51"",""bosssiwangtaIfrit52"",""bossminghe63Ifrit54"",""lazy"",""defend""]","[""bossminghe63Ifrit5wp01"",""bossminghe63Ifrit5wp04"",""bossminghe63Ifrit5wp03""]",162,1,txIfrit,,-1,bossminghe63Ifrit5tips,"2_1,2_2,3_1",xgLonggongtongzi3,0
bosssiwangtaDujiaoshou5,bossminghe61Dujiaoshou5@moxing,icon_xgDujiaoshou_hei,xgDujiaoshou,5,6,0,null,5,1,20,3,3.6,2,1.5,1,1,2,"[""bossminghe61Dujiaoshou51"",""bossminghe61Dujiaoshou52"",""bossminghe61Dujiaoshou53"",""bossminghe61Dujiaoshou54"",""lazy"",""defend""]","[""bossminghe61Dujiaoshou5wp01"",""bossminghe61Dujiaoshou5wp02"",""bossminghe61Dujiaoshou5wp03"",""bossminghe61Dujiaoshou5wp04""]",183,1,txDujiaoshou,,-1,bossminghe61Dujiaoshou5tips,"2_1,2_2,3_1",bossdajie14Piying5,0
bosssiwangtaLadong5,bossdajie18Ladong5@moxing,icon_xgLadong_hei,Ladong,1,6,0,null,5,1,28,5,6.5,1.6,1.8,1,1,4,"[""bossdajie18Ladong51"",""bossdajie18Ladong52"",""bossdajie18Ladong53"",""bossdajie18Ladong54"",""lazy"",""defend""]","[""bossdajie18Ladong5wp01"",""bossdajie18Ladong5wp02"",""bossdajie18Ladong5wp03""]",184,2,txLadong5,,-1,bossdajie18Ladong5tips,"2_1,2_2,3_1",bossdajie17Huapo2,0
bosssiwangtaShuigui3,bosssiwangtaShuigui3@moxing,icon_xgShuigui_lan,xgShuigui,2,6,0,null,3,1,22.5,4,4.5,1.2,2,1,1,4,"[""bossxiaoxiang24Shuigui31"",""bosssiwangtaShuigui32"",""bosssiwangtaShuigui33"",""bossxiaoxiang24Shuigui34"",""lazy"",""defend""]","[""bossxiaoxiang24Shuigui3wp01"",""bosssiwangtaShuigui3wp02"",""bossxiaoxiang24Shuigui3wp03"",""bossxiaoxiang24Shuigui3wp04""]",163,2,txShuigui3,,-1,bossxiaoxiang24Shuigui3tips,"2_1,2_2,3_1",xgXiyiren2,0
bosssiwangtaHuoniao3,bosschaoxue56Huoniao3@moxing,icon_xgHuoniao_lan,xgHuoniao,1,6,0,null,3,1,22,3,3.5,2,1.8,1,1,2,"[""bosschaoxue56Huoniao31"",""bosschaoxue56Huoniao32"",""bosschaoxue56Huoniao33"",""bosschaoxue56Huoniao34"",""lazy"",""defend""]","[""bosschaoxue56Huoniao3wp01"",""bosschaoxue56Huoniao3wp02"",""bosschaoxue56Huoniao3wp03"",""bosschaoxue56Huoniao3wp04""]",185,1,txHuoniao,,-1,bosschaoxue56Huoniao3tips,"2_1,2_2,3_1",bossdajie16Xiaochou3,0
bosssiwangtaPanshen2,bosssiwangtaPanshen2@moxing,icon_xgPanshen_lv,xgPanshen,5,6,0,null,2,1,160,2.5,2.5,1,1,1,1,4,"[""bosssiwangtaPanshen21"",""bosssiwangtaPanshen22"",""bosssiwangtaPanshen23"",""lazy"",""defend""]","[""bossxiaoxiang23Panshen2wp01"",""bossxiaoxiang23Panshen2wp02""]",164,1,txPanshen2,,-1,bossxiaoxiang23Panshen2tips,"2_1,2_2,3_1",xgLangren5,0
bosssiwangtaAnpusha5,bossminghe62Anpusha5@moxing,icon_xgAnpusha_hei,xgAnpusha,1,6,0,null,5,1,20,3,1.5,2,1.6,1,1,2,"[""bossminghe62Anpusha51"",""bossminghe62Anpusha52"",""bossminghe62Anpusha53"",""bossminghe62Anpusha54"",""lazy"",""defend""]","[""bossminghe62Anpusha5wp01"",""bossminghe62Anpusha5wp02""]",186,1,txAnpusha,,-1,bossminghe62Anpusha5tips,"2_1,2_2,3_1",bossdajie12Mantuoluo2,0
bosssiwangtaMuling2,bossxiaoxiang28Muling2@moxing,icon_xgMuling_lv,bossxiaoxiang28Muling2,4,6,0,null,2,1,26,4.8,4.8,1.5,1.45,1,1,4,"[""bossxiaoxiang28Muling21"",""bossxiaoxiang28Muling22"",""bossxiaoxiang28Muling23"",""bossxiaoxiang28Muling24"",""lazy"",""defend""]","[""bossxiaoxiang28Muling2wp01"",""bossxiaoxiang28Muling2wp02"",""bossxiaoxiang28Muling2wp03"",""bossxiaoxiang28Muling2wp04"",""bossxiaoxiang28Muling2wp05"",""bossxiaoxiang28Muling2wp06"",""bossxiaoxiang28Muling2wp07""]",187,2,txMuling2,,-1,bossxiaoxiang28Muling2tips,"2_1,2_2,3_1",bossdajie13Cike4,0
bosssiwangtaPiying5,bosssiwangtaPiying5@moxing,icon_xgPiying_hei,xgPiying,3,6,0,null,5,1,20,2.5,3.3,2.14,1.5,1,1,4,"[""bossdajie14Piying51"",""bosssiwangta14Piying52"",""bossdajie14Piying53"",""bossdajie14Piying54"",""bossdajie14Piying55"",""bosssiwangta14Piying56"",""lazy"",""defend""]","[""bossdajie14Piying5wp01"",""bossdajie14Piying5wp02"",""bossdajie14Piying5wp03"",""bossdajie14Piying5wp04""]",165,2,txPiying5,,-1,bossdajie14Piying5tips,"2_1,2_2,3_1",xgLangren3,0
bosssiwangtaChange5,bossminghe67Change5@moxing,icon_xgChange_hei,xgChange,1,6,0,null,5,1,24,4.5,3,2,1.8,1,1,2,"[""bossminghe67Change51"",""bossminghe67Change52"",""bossminghe67Change53"",""bossminghe67Change54"",""bossminghe67Change55"",""lazy"",""defend""]","[""bossminghe67Change5wp01"",""bossminghe67Change5wp02"",""bossminghe67Change5wp03""]",188,1,txChange,,-1,bossminghe67Change5tips,"2_1,2_2,3_1",bossdajie15Langren3,0
bosssiwangtaHetong2,bosssiwangtaHetong2@moxing,icon_xgHetong_lv,xgHetong,3,6,0,null,2,1,28,3,5,1.1,1.6,1,1,4,"[""bossxiaoxiang27Hetong21"",""bossxiaoxiang27Hetong22"",""bosssiwangtaHetong23"",""bossxiaoxiang27Hetong24"",""lazy"",""defend""]","[""bossxiaoxiang27Hetong2wp01"",""bossxiaoxiang27Hetong2wp02"",""bosssiwangtaHetong2wp03""]",166,2,txHetong2,,-1,bosssiwangtaHetong2tips,"2_1,2_2,3_1",xgShuigui3,0
bosssiwangtaTianshizhang4,bosshuoshan46Tianshizhang4@moxing,icon_xgMijiale_hong,xgTianshizhang,5,6,0,null,4,1,36,4,4.8,1.8,1.5,1,1,4,"[""bosshuoshan46Tianshizhang41"",""bosshuoshan46Tianshizhang42"",""bosshuoshan46Tianshizhang43"",""bosshuoshan46Tianshizhang44"",""bosshuoshan46Tianshizhang45"",""bosshuoshan46Tianshizhang46"",""lazy"",""defend""]","[""bosshuoshan46Tianshizhang4wp01"",""bosshuoshan46Tianshizhang4wp02"",""bosshuoshan46Tianshizhang4wp03"",""bosshuoshan46Tianshizhang4wp04"",""bosshuoshan46Tianshizhang4wp05""]",189,3,txMuling2,,-1,bosshuoshan46Tianshizhang4tips,"2_1,2_2,3_1",bossdajie14Piying5,0
bosssiwangtaMeidusha2,bosssenlin38Meidusha2@moxing,icon_xgMeidusha_lv,Meidusha,3,6,0,null,2,1,30,4,4.8,2,1.6,1,1,4,"[""bosssenlin38Meidusha25"",""bosssenlin38Meidusha26"",""bosssenlin38Meidusha27"",""bosssenlin38Meidusha28"",""lazy"",""defend""]","[""bosssenlin38Meidusha2wp01"",""bosssenlin38Meidusha2wp02"",""bosssenlin38Meidusha2wp03"",""bosssenlin38Meidusha2wp04"",""bosssenlin38Meidusha2wp05""]",190,2,txMuling2,,-1,bosssenlin38Meidusha2tips,"2_1,2_2,3_1",bossdajie17Huapo2,0
bossworldbossjidu5,bossworldbossjidu5@moxing,icon_xgJidu_hei,bossWorldJidu5name,1,6,0,null,5,1,100000,4.5,4.5,2,15,1,1,4,"[""bossWorldJidu51"",""bossWorldJidu52"",""bossWorldJidu53"",""bossWorldJidu54"",""bossWorldJidu55"",""bossWorldJidu56"",""bossWorldJidu57"",""bossWorldJidu58"",""bossWorldJidu59"",""bossWorldJidu510"",""bossWorldJidu511"",""bossWorldJidu512"",""bossWorldJidu513"",""bossWorldJidu514"",""bossWorldJidu515"",""lazy"",""defend""]","[""bossworldbossjidu5wp01"",""bossworldbossjidu5wp02"",""bossworldbossjidu5wp03"",""bossworldbossjidu5wp04"",""bossworldbossjidu5wp05"",""bossworldbossjidu5wp06"",""bossworldbossjidu5wp07"",""bossworldbossjidu5wp08"",""bossworldbossjidu5wp09"",""bossworldbossjidu5wp10""]",191,1,txMuling2,,-1,bossWorldJidu5tips,"2_1,2_2,3_1",bossdajie14Piying5,0
bossworldbossmeitatelong1,bossworldbossmeitatelong1@moxing,icon_xgMeitatelong_bai,bossWorldMeitatelong1name,1,6,0,null,1,1,100000,4.5,4.5,2,15,1,1,4,"[""bossWorldMeitatelong11"",""bossWorldMeitatelong12"",""bossWorldMeitatelong13"",""bossWorldMeitatelong14"",""bossWorldMeitatelong15"",""bossWorldMeitatelong16"",""bossWorldMeitatelong17"",""bossWorldMeitatelong18"",""bossWorldMeitatelong19"",""bossWorldMeitatelong110"",""bossWorldMeitatelong111"",""bossWorldMeitatelong112"",""bossWorldMeitatelong113"",""bossWorldMeitatelong114"",""lazy"",""defend""]","[""bossworldbossmeitatelong1wp01"",""bossworldbossmeitatelong1wp02"",""bossworldbossmeitatelong1wp03"",""bossworldbossmeitatelong1wp04"",""bossworldbossmeitatelong1wp05"",""bossworldbossmeitatelong1wp06"",""bossworldbossmeitatelong1wp07"",""bossworldbossmeitatelong1wp08"",""bossworldbossmeitatelong1wp09"",""bossworldbossmeitatelong1wp10""]",192,1,txMuling2,,-1,bossWorldMeitatelong1tips,"2_1,2_2,3_1",bossdajie17Huapo2,0
xgAmute2,xgAmute2@moxing,icon_xgAmute_lv,xgAmute,5,2,0,null,2,1,1.5142,0.81,0.63,1,1.9488,1,1.3,1,"[""ultAmute2"",""attackPlantSmashMedium"",""magicPlantColumnMedium"",""psvAmute2"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",202,6,txAmute2,20063,50,amutetips,"3_1,3_2",story_eyupanguan,0
xgAmute4,xgAmute4@moxing,icon_xgAmute_hong,xgAmute,5,2,0,null,4,1,1.5142,0.81,0.63,1,1.9488,1,1.3,1,"[""ultAmute4"",""attackFireSmashMedium"",""magicFireColumnMedium"",""psvAmute4"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",194,6,txAmute4,20064,50,amutetips,"3_1,3_2",story_eyupanguan,0
xgCike2,xgHuocike2@moxing,icon_xgHuocike_lv,xgCike,1,1,0,null,2,1,1.407,0.855,0.665,0.95,1.914,1,1.2,1,"[""ultCike2"",""attackPlantStabMedium"",""magicPlantBallMedium"",""buffDefense"",""psvCike2"",""magicdazhaoPrepare"",""lazy"",""defend""]","[""xgwp""]",195,6,txCike2,20065,30,ciketips,"2_1,2_2,3_1",story_huocike,1
