#TEXT,TEXT,TEXT,TEXT
id,chinese,english,traditional
bosschaoxue58Yimier32Tips,给单体目标添加眩晕效果，持续2回合,Cast Stun effect on a single target for 2 turns,
bosschaoxue58Yimier33Tips,给群体目标造成100%法攻水属性伤害；若目标存在眩晕效果则伤害提升,"Deals (100% of magic ATK) water type magic damage to all enemy targets, with increased damage to any target with Stun effect",
bosschaoxue58Yimier34Tips,给群体目标造成200%法攻水属性伤害并概率附加眩晕效果,Deals (200% of magic ATK) water type magic damage to all enemy targets with a small chance of Stun effect,
bosssiwangtaIfrit51Tips,给群体目标造成80%物攻暗属性伤害并概率附加痛楚效果,Deals (80% of physical ATK) dark type physical damage to all enemy targets with a small chance of Anguish effect,給群體目標造成80%物攻暗屬性傷害並機率附加痛楚效果
bosssiwangtaHetong23Name,愤怒,Rage,憤怒
bosssiwangtaHetong23Tips,提升自身80%智力,Increases your INT by 80%,提升自身80%智力
bosssiwangtaMomo12Name,过载,Overload,超載
bosssiwangtaIfrit51Name,火焰踢,Flamefield,火焰踢
bosssiwangtaShuigui32Name,深水炸弹,Depth Charge,深水炸彈
bosssiwangtaShuigui33Name,恐惧,Dread,恐懼
bosssiwangtaPanshen21Name,狂暴,Frenzy,狂暴
bosssiwangtaPanshen22Name,冲撞,Tackle,衝撞
bosssiwangtaPanshen23Name,连续冲撞,Rentless Assault,連續衝撞
bosssiwangta14Piying56Name,妨碍,Impede,妨礙
psvsiwangtaChange1Name,溃伤存形,Festering Presence,潰傷存形
ultLongnv1Name,封印,Sealed Fate,封印
psvLongnv1Name,恐吓,Intimidate,恐嚇
ultWeitianshi1Name,神圣,Reckoning,神聖
psvWeitianshi1Name,伪善,Healing Burst,偽善
ultDatiangou4Name,须左之炎,Ruthless Flames,須左之炎
psvDatiangou4Name,启动,Jump Start,啟動
ultTianshizhang1Name,耀眼闪光,Blinding Flash,耀眼閃光
psvTianshizhang1Name,天上净化,Heaven's Cleansing,天上淨化
bosssiwangtaMomo12Tips,给群体目标造成150%法攻的光属性法术伤害并回复自身450%法攻的生命值同时自身眩晕1回合,"Deals (150% of magic ATK) light type magic damage to all enemy targets and recovers (450% of magic ATK) HP, while stunning yourself for 1 turn",給群體目標造成150%法攻的光屬性法術傷害並回復自身450%法攻的生命值同時自身眩暈1回合
bosssiwangtaShuigui32Tips,给单体目标添加一个倒计时3回合的炸弹，爆炸时造成250%法攻的水属性法术伤害,"Casts a timed bomb on a single enemy target that explodes after 3 turns. Upon explosion, the bomb deals (250% of magic ATK) water type magic damage to the target",給單體目標添加一個倒計時3回合的炸彈，爆炸時造成250%法攻的水屬性法術傷害
bosssiwangtaShuigui33Tips,攻击敌方群体，造成500%法攻水法术伤害,Deals (500% of magic ATK) water type magic damage to all enemy targets,攻擊敵方群體，造成500%法攻水法術傷害
bosssiwangtaPanshen21Tips,通过每次行动消耗自身150%物攻生命值，提升80%力量，持续999回合,"Increases STR by 80% by consuming (150% of magic ATK) HP with every move, lasts for 999 turns",通過每次行動消耗自身150%物攻生命值，提升80%力量，持續999回合
bosssiwangtaPanshen22Tips,给单体目标造成180%物攻的草属性物理伤害,Deals (180% of physical ATK) grass type physical damage to a single target,給單體目標造成180%物攻的草屬性物理傷害
bosssiwangtaPanshen23Tips,给单体目标连续造成6次80%物攻的草属性物理伤害,Repeatedly deals (80% of physical ATK) grass type physical damage 6 times to a single target,給單體目標連續造成6次80%物攻的草屬性物理傷害
bosssiwangta14Piying56Tips,战斗开始时，降低敌方群体40%速度，持续999回合,"Reduces the SPD of all enemy targets by 40% at the start of battle, lasting for 999 turns",戰鬥開始時，降低敵方群體40%速度，持續999回合
psvsiwangtaChange1Tips,使用法术技能时，若目标拥有减益效果则伤害量提升100%[被动],"Whenever you cast a magic ability, if the target is affected by a debuff effect, the damage is increased by 100% [Passive]",使用法術技能時，若目標擁有減益效果則傷害量提升100%[被動]
ultLongnv1Tips,给群体目标造成{0}%法攻的光属性法术伤害50%附加禁止回血效果，若目标拥有持续伤害效果则必会添加禁止治疗效果,Deals ({0}% of magic ATK) light type magic damage to all enemy targets with a 50% chance of prevented healing effect; if the target is affected by a DOT effect then deal prevented healing effect,
psvLongnv1Tips,战斗开始时，降低敌方群体80%力量，持续1回合[被动],Reduces the STR of all enemy targets by 80% at the start of battle for 1 turn [Passive],戰鬥開始時，降低敵方群體80%力量，持續1回合[被動]
ultWeitianshi1Tips,给群体目标造成{0}%法攻的光属性法术伤害并给己方群体附加hot效果，该伤害对光属性会造成克制效果同时对暗属性克制效果更明显,Deals ({0}% of magic ATK) light type magic damage to all enemy targets and casts a HOT effect on all allies; affinity damage to light type monsters and greater damage to dark type monsters,給群體目標造成{0}%法攻的光屬性法術傷害並給己方群體附加hot效果，該傷害對光屬性會造成克制效果同時對暗屬性克制效果更明顯
psvWeitianshi1Tips,使用buff技能时，25%恢复群体30%生命值[被动],"Whenever you cast a buff ability, there is a 25% chance of recovering 30% of all allies' HP [Passive]",使用buff技能時，25%恢復群體30%生命值[被動]
ultDatiangou4Tips,在3秒内进行操作，每次操作给目标造成{1}%法攻的火属性法术伤害，若自身存在增益buff则伤害翻倍,"Carry out attacks for 3 seconds, each attack dealing ({1}% of magic ATK) fire type magic damage to a single target",在3秒內進行操作，每次操作給目標造成{1}%法攻的火屬性法術傷害，若自身存在增益buff則傷害翻倍
psvDatiangou4Tips,战斗开始时，提升己方群体40%速度，持续1回合[被动],Increases the SPD of all allies by 40% at the start of battle for 1 turn [Passive],戰鬥開始時，提升己方群體40%速度，持續1回合[被動]
ultTianshizhang1Tips,"消耗自身200%法攻的生命值，给己方群体添加无敌护盾，持续2回合，若自身生命值<25%,则不消耗生命值","Consume (200% of magic ATK) HP, and add an invincibility shield to all allies for 2 turns; if your HP is less than 25%, then no HP will be consumed","消耗自身200%法攻的生命值，給己方群體添加無敵護盾，持續2回合，若自身生命值<25%,則不消耗生命值"
psvTianshizhang1Tips,死亡时，50%恢复自身20%生命值[被动],"Upon dying, there is an 50% chance of recovering 20% of your HP [Passive]",死亡時，50%恢復自身20%生命值[被動]
ultLongnv1Description,给群体目标造成法攻的光属性法术伤害50%附加禁止回血效果，若目标拥有持续伤害效果则必会添加禁止治疗效果,Deals light type magic damage to all enemy targets with a 50% chance of prevented healing effect; if the target is affected by a DOT effect then deal prevented healing effect,
psvLongnv1Description,战斗开始时，降低敌方群体80%力量，持续1回合[被动],Reduces the STR of all enemy targets by 80% at the start of battle for 1 turn [Passive],戰鬥開始時，降低敵方群體80%力量，持續1回合[被動]
ultWeitianshi1Description,给群体目标造成光属性法术伤害并给己方群体附加hot效果，该伤害对光属性会造成克制效果同时对暗属性克制效果更明显,Deals light type magic damage to all enemy targets and casts a HOT effect on all allies; affinity damage to light type monsters and greater damage to dark type monsters,給群體目標造成光屬性法術傷害並給己方群體附加hot效果，該傷害對光屬性會造成克制效果同時對暗屬性克制效果更明顯
psvWeitianshi1Description,使用buff技能时，25%恢复群体30%生命值[被动],"Whenever you cast a buff ability, there is a 25% chance of recovering 30% of all allies' HP [Passive]",使用buff技能時，25%恢復群體30%生命值[被動]
ultDatiangou4Description,在3秒内进行操作，每次操作给目标造成火属性法术伤害，若自身存在增益buff则伤害翻倍,"Carry out attacks for 3 seconds, each attack dealing fire type magic damage to a single target",在3秒內進行操作，每次操作給目標造成火屬性法術傷害，若自身存在增益buff則傷害翻倍
psvDatiangou4Description,战斗开始时，提升己方群体40%速度，持续1回合[被动],Increases the SPD of all allies by 40% at the start of battle for 1 turn [Passive],戰鬥開始時，提升己方群體40%速度，持續1回合[被動]
ultTianshizhang1Description,"消耗自身200%法攻的生命值，给己方群体添加无敌护盾，持续2回合，若自身生命值<25%,则不消耗生命值","Consume (200% of magic ATK) HP, and add an invincibility shield to all allies for 2 turns; if your HP is less than 25%, then no HP will be consumed","消耗自身200%法攻的生命值，給己方群體添加無敵護盾，持續2回合，若自身生命值<25%,則不消耗生命值"
psvTianshizhang1Description,死亡时，50%恢复自身20%生命值[被动],"Upon dying, there is an 50% chance of recovering 20% of your HP [Passive]",死亡時，50%恢復自身20%生命值[被動]
ultLongnv1Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultWeitianshi1Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultDatiangou4Curlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultLongnv1Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultWeitianshi1Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
ultDatiangou4Nextlvl,{0}%法攻伤害,{0}% of magic ATK damage,{0}%法攻傷害
bosskongdao71Weitianshi11Name,光耀,Light Beam,光耀
bosskongdao71Weitianshi12Name,光耀,Light Beam,光耀
bosskongdao71Weitianshi13Name,光耀,Light Beam,光耀
bosskongdao71Weitianshi14Name,折翼之痛,Wing Gust,折翼之痛
bosskongdao71Weitianshi15Name,振励光,Bolster Beam,振勵光
bosskongdao72Nvyao11Name,智力扭曲,Mind Contortion,智力扭曲
bosskongdao72Nvyao12Name,智力扭曲,Mind Contortion,智力扭曲
bosskongdao72Nvyao13Name,智力扭曲,Mind Contortion,智力扭曲
bosskongdao72Nvyao14Name,释罪,Vindication,釋罪
bosskongdao72Nvyao15Name,闪闪火光,Gleaming Flare,閃閃火光
bosskongdao73Luoxinfu11Name,毒爪,Stinger,毒爪
bosskongdao73Luoxinfu12Name,钻心刺,Prodding Thorns,鑽心刺
bosskongdao73Luoxinfu13Name,钻心刺,Prodding Thorns,鑽心刺
bosskongdao73Luoxinfu14Name,钻心刺,Prodding Thorns,鑽心刺
bosskongdao73Luoxinfu15Name,钻心刺,Prodding Thorns,鑽心刺
bosskongdao73Luoxinfu16Name,钻心刺,Prodding Thorns,鑽心刺
bosskongdao73Luoxinfu17Name,钻心刺,Prodding Thorns,鑽心刺
bosskongdao74Piying11Name,光影术,Glowing Tactics,光影術
bosskongdao74Piying12Name,力量筑起,Fortification,力量築起
bosskongdao74Piying13Name,智慧指导,Instruction,智慧指導
bosskongdao74Piying14Name,白色风暴,White Storm,白色風暴
bosskongdao75Sheshou11Name,抹消,Efface,抹消
bosskongdao75Sheshou12Name,抹消,Efface,抹消
bosskongdao75Sheshou13Name,蓄力箭,Steady Volley,蓄力箭
bosskongdao75Sheshou14Name,蓄力箭,Steady Volley,蓄力箭
bosskongdao75Sheshou15Name,骑士精神,Valiant Spirit,騎士精神
bosskongdao76Yifanmumian11Name,光区,Light Field,光區
bosskongdao76Yifanmumian12Name,光区,Light Field,光區
bosskongdao76Yifanmumian13Name,光区,Light Field,光區
bosskongdao76Yifanmumian14Name,吸取精华,Light Syphon,吸取精華
bosskongdao76Yifanmumian15Name,净圣,Sanctify,淨聖
bosskongdao76Yifanmumian16Name,流星雨落,Meteor Shower,流星雨落
bosskongdao76Yifanmumian17Name,光区,Light Field,光區
bosskongdao76Yifanmumian18Name,光区,Light Field,光區
bosskongdao76Yifanmumian19Name,光区,Light Field,光區
bosskongdao76Yifanmumian110Name,吸取精华,Light Syphon,吸取精華
bosskongdao76Yifanmumian111Name,流星雨落,Meteor Shower,流星雨落
bosskongdao77Longnv11Name,光爆,Light Implosion,光爆
bosskongdao77Longnv12Name,光啸,Hollowed Light,光嘯
bosskongdao77Longnv13Name,龙吟,Dragon Chant,龍吟
bosskongdao77Longnv14Name,龙吟,Dragon Chant,龍吟
bosskongdao77Longnv15Name,龙吟,Dragon Chant,龍吟
bosskongdao78Jinglingwang11Name,圣焰,Sacred Flame,聖焰
bosskongdao78Jinglingwang12Name,圣焰,Sacred Flame,聖焰
bosskongdao78Jinglingwang13Name,神圣祝福,Holy Cleansing,神聖祝福
bosskongdao78Jinglingwang14Name,神圣祝福,Holy Cleansing,神聖祝福
bosskongdao78Jinglingwang15Name,神圣祝福,Holy Cleansing,神聖祝福
bosskongdao78Jinglingwang16Name,神圣庇护,Sanctuary,神聖庇護
bosskongdao78Jinglingwang17Name,圣击,Divine Nova,聖擊
bossrenjie81Huapo2awaken1Name,花刺,Thorns,花刺
bossrenjie81Huapo2awaken2Name,丛林入侵,Jungle Intrusion,叢林入侵
bossrenjie81Huapo2awaken3Name,花刺扫射,Thorn Burst,花刺掃射
bossrenjie81Huapo2awaken4Name,花刺扫射,Thorn Burst,花刺掃射
bossrenjie81Huapo2awaken5Name,花刺扫射,Thorn Burst,花刺掃射
bossrenjie81Huapo2awaken6Name,花刺扫射,Thorn Burst,花刺掃射
bossrenjie81Huapo2awaken7Name,花刺扫射,Thorn Burst,花刺掃射
bossrenjie81Huapo2awaken8Name,排除异己,Exclusionary,排除異己
bossrenjie82Huoniao4awaken1Name,火羽,Fire Wings,火羽
bossrenjie82Huoniao4awaken2Name,灵魂之焰,Spirit Fire,靈魂之焰
bossrenjie82Huoniao4awaken3Name,净化之焰,Purifying Flame,淨化之焰
bossrenjie82Huoniao4awaken7Name,智力歪曲,Mindwarp,智力歪曲
bossrenjie82Huoniao4awaken8Name,炽焰小径,Infernal Passage,熾焰小徑
bossrenjie83Amute3awaken1Name,水球,Liquid Sphere,水球
bossrenjie83Amute3awaken2Name,愤怒,Mind Grasp,憤怒
bossrenjie83Amute3awaken3Name,水龙卷,Waterspout,水龍卷
bossrenjie83Amute3awaken4Name,神之庇护,Instant Blessing,神之庇護
bossrenjie83Amute3awaken7Name,水化护盾,Hydro Shield,水化護盾
bossrenjie84Anpusha5awaken1Name,暗炎术,Nether Flames,暗炎術
bossrenjie84Anpusha5awaken2Name,冥焰,Engulfing Fire,冥焰
bossrenjie84Anpusha5awaken3Name,魅惑,Bewitch,魅惑
bossrenjie84Anpusha5awaken4Name,魅惑,Bewitch,魅惑
bossrenjie84Anpusha5awaken5Name,黑暗诱引,Dark Allure,黑暗誘引
bossrenjie85Dujiaoshou1awaken1Name,圣言术,Divine Utterance,聖言術
bossrenjie85Dujiaoshou1awaken2Name,提速,Limber,提速
bossrenjie85Dujiaoshou1awaken3Name,洁身自好,Whole Restoration,潔身自好
bossrenjie85Dujiaoshou1awaken8Name,涅槃,Nirvana,涅槃
bossrenjie85Dujiaoshou1awaken9Name,光法涤净,Light Purge,光法滌淨
bossrenjie86Landuo21Name,呼噜~~,Snore,呼嚕~~
bossrenjie86Landuo22Name,一起睡吧！,Drowsy Spell,一起睡吧！
bossrenjie86Landuo23Name,别吵醒我,Tread Lightly,別吵醒我
bossrenjie86Landuo24Name,黑暗诅咒,Dark Curse,黑暗詛咒
bossrenjie87Baonu41Name,巨岩之锤,Massive Hammer,巨岩之錘
bossrenjie87Baonu42Name,巨岩之锤,Massive Hammer,巨岩之錘
bossrenjie87Baonu43Name,火之怒吼,Fire Roar,火之怒吼
bossrenjie87Baonu44Name,火之怒吼,Fire Roar,火之怒吼
bossrenjie87Baonu45Name,愤怒,Rage,憤怒
bossrenjie88Yafogemeng51Name,蔑视一击,Dark Bolt,蔑視一擊
bossrenjie88Yafogemeng53Name,能量补充,Regeneration Aura,能量補充
bossrenjie88Yafogemeng54Name,墓穴冲击,Crypt Blast,墓穴衝擊
bossrenjie88Yafogemeng58Name,回到过去,Timespin,回到過去
bosskongdao71Weitianshi11Tips,攻击敌方单体，造成光属性法术伤害,Deals  light type magic damage to a single target,攻擊敵方單體，造成光屬性法術傷害
bosskongdao71Weitianshi14Tips,攻击敌方群体，造成60%法攻光属性伤害并恢复自身250%法攻的生命值,Deals (60% of magic ATK) light type damage to all enemy targets and recovers (250% of magic ATK) HP,攻擊敵方群體，造成60%法攻光屬性傷害並恢復自身250%法攻的生命值
bosskongdao71Weitianshi15Tips,小幅恢复自己血量并附加2回合恢复效果,Recovers a small amount of HP amount and gives healing over time for 2 turns,小幅恢復自己血量並附加2回合恢復效果
bosskongdao72Nvyao11Tips,攻击敌方单体，造成光属性法术伤害并几率提升己方智力,Deals light type magic damage to a single target with a chance of increasing your INT,攻擊敵方單體，造成光屬性法術傷害並機率提升己方智力
bosskongdao72Nvyao14Tips,攻击敌方群体，造成60%法攻光属性伤害；若目标有增益效果则伤害提升20%,Deals (60% of magic ATK) light type damage to all enemy targets; damage to targets affected by buff effects is increased by 20%,攻擊敵方群體，造成60%法攻光屬性傷害；若目標有增益效果則傷害提升20%
bosskongdao72Nvyao15Tips,攻击敌方群体，造成60%法攻光属性伤害并几率降低目标速度,Deals (60% of magic ATK) light type damage to all enemy targets with a chance of reducing targets' SPD,攻擊敵方群體，造成60%法攻光屬性傷害並機率降低目標速度
bosskongdao73Luoxinfu11Tips,攻击敌方单体，造成100%物攻光属性伤害概率提升己方速度,Deals (100% of physical ATK) light type damage to a single target with a chance of increasing allies' SPD,攻擊敵方單體，造成100%物攻光屬性傷害機率提升己方速度
bosskongdao73Luoxinfu12Tips,攻击敌方单体，造成多次光属性物理伤害概率附加耀斑效果（持续伤害）,Deals light type physical damage to a single target many times with a chance of physical light type DOT,攻擊敵方單體，造成多次光屬性物理傷害機率附加耀斑效果（持續傷害）
bosskongdao74Piying11Tips,攻击敌方单体，造成100%法攻光属性伤害,Deals (100% of magic ATK) light type damage to a single target,攻擊敵方單體，造成100%法攻光屬性傷害
bosskongdao74Piying12Tips,为己方添加物理吸收护盾，持续3回合,Grants allies a physical absorption shield for 3 turns,為己方添加物理吸收護盾，持續3回合
bosskongdao74Piying13Tips,为己方添加法术吸收护盾，持续3回合,Grants allies a magic absorption shield for 3 turns,為己方添加法術吸收護盾，持續3回合
bosskongdao74Piying14Tips,攻击敌方群体，造成125%法攻光属性伤害,Deals (125% of magic ATK) light type damage to all enemy targets,攻擊敵方群體，造成125%法攻光屬性傷害
bosskongdao75Sheshou11Tips,攻击敌方单体，造成光属性物理伤害,Deals light type physical damage to a single target,攻擊敵方單體，造成光屬性物理傷害
bosskongdao75Sheshou13Tips,攻击敌方群体，造成光属性物理伤害,Deals light type physical damage to all enemy targets,攻擊敵方群體，造成光屬性物理傷害
bosskongdao75Sheshou15Tips,攻击敌方单体，提升自己速度,"Attack a single target, increasing your SPD",攻擊敵方單體，提升自己速度
bosskongdao76Yifanmumian11Tips,攻击敌方群体，造成光属性物理伤害，几率附加耀斑效果（持续伤害）,Deals light type physical damage to all enemy targets with a chance dealing light type DOT,攻擊敵方群體，造成光屬性物理傷害，機率附加耀斑效果（持續傷害）
bosskongdao76Yifanmumian14Tips,攻击敌方单体，造成光属性物理伤害，并回复伤害量2倍的血量,Deals light type physical damage to a single target with a 50% chance dealing light type DOT,攻擊敵方單體，造成光屬性物理傷害，並回復傷害量2倍的血量
bosskongdao76Yifanmumian15Tips,清除自身减益效果，并提升暴击率,Clears any debuffs you are affected by and increases your crit rate,清除自身減益效果，並提升暴擊率
bosskongdao76Yifanmumian16Tips,攻击敌方群体，造成光属性物理伤害，若自身有增益效果则伤害效果翻倍,"Deals light type physical damage to all enemy targets, If you are currently buffed, then the effects will be doubled",攻擊敵方群體，造成光屬性物理傷害，若自身有增益效果則傷害效果翻倍
bosskongdao77Longnv11Tips,攻击敌方单体，造成100%法攻光属性伤害,Deals (100% of magic ATK) light type damage to a single target,攻擊敵方單體，造成100%法攻光屬性傷害
bosskongdao77Longnv12Tips,攻击敌方群体，造成60%法攻光属性伤害,Deals (60% of magic ATK) light type damage to all enemy targets,攻擊敵方群體，造成60%法攻光屬性傷害
bosskongdao77Longnv13Tips,攻击敌方群体，造成光属性法术伤害，几率附带眩晕效果,Deals light type magic damage to all enemy targets with a chance of stun,攻擊敵方群體，造成光屬性法術傷害，機率附帶眩暈效果
bosskongdao78Jinglingwang11Tips,攻击敌方单体，造成光属性法术伤害，几率恢复一定血量,"Deals light type magic damage to a single target, and with a chance recovers HP",攻擊敵方單體，造成光屬性法術傷害，機率恢復一定血量
bosskongdao78Jinglingwang13Tips,给自己回复55%法攻的生命，50%几率附加速度提升持续3回合,"Recovers (55% of magic ATK) of your HP, and increases your SPD by 50% for 3 turns",給自己回復55%法攻的生命，50%機率附加速度提升持續3回合
bosskongdao78Jinglingwang16Tips,若自身有减益效果则添加护盾效果，同时清除自身减益效果，若自身没有减益效果则攻击敌方群体，造成70%法攻光属性伤害,"Clears any debuffs you are affected by and if you have debuffs, then casts a physical and magic shield, reducing damage received by 100%.If not,then deals (70% of magic ATK) light type damage to all enemy targets",若自身有減益效果則添加護盾效果，同時清除自身減益效果，若自身沒有減益效果則攻擊敵方群體，造成70%法攻光屬性傷害
bosskongdao78Jinglingwang17Tips,攻击敌方群体，造成70%法攻光属性伤害，50%几率附加眩晕效果2回合,Deals (70% of magic ATK) light type damage to all enemy targets with a 50% chance of stun for 2 turns,攻擊敵方群體，造成70%法攻光屬性傷害，50%機率附加眩暈效果2回合
bossrenjie81Huapo2awaken1Tips,攻击敌方单体，造成草属性物理伤害,Deals grass type physical physical damage to a single target,攻擊敵方單體，造成草屬性物理傷害
bossrenjie81Huapo2awaken2Tips,攻击敌方单体，造成草属性物理伤害，附加施毒效果（持续伤害）,Deals grass type physical damage to a single target with additional grass type DOT,攻擊敵方單體，造成草屬性物理傷害，附加施毒效果（持續傷害）
bossrenjie81Huapo2awaken3Tips,攻击敌方单体，造成9次草属性物理伤害,Deals grass type physical damage to a single target 9 times,攻擊敵方單體，造成9次草屬性物理傷害
bossrenjie81Huapo2awaken8Tips,对非木属性怪物的伤害效果提升20%,Increases damage to non-grass type monsters by 20%,對非木屬性怪物的傷害效果提升20%
bossrenjie82Huoniao4awaken1Tips,攻击敌方单体，造成火属性法术伤害,Deals fire type magic damage to a single target,攻擊敵方單體，造成火屬性法術傷害
bossrenjie82Huoniao4awaken2Tips,给敌方群体添加2次点燃效果（持续伤害），持续3回合,Deals fire type DOT 2 times to all enemy targets for 3 turns,給敵方群體添加2次點燃效果（持續傷害），持續3回合
bossrenjie82Huoniao4awaken3Tips,攻击敌方群体，造成火属性法术伤害附加清除敌方增益效果,"Deals fire type magic damage to all enemy targets, and clears enemy buff effects",攻擊敵方群體，造成火屬性法術傷害附加清除敵方增益效果
bossrenjie82Huoniao4awaken7Tips,提升自己智力，同时对自身释放物理和法术护盾,Increases INT and casts a physical and magic shield,提升自己智力，同時對自身釋放物理和法術護盾
bossrenjie82Huoniao4awaken9Tips,对非火属性的怪伤害效果提升20%,Increases damage to non-fire type monsters by 20%,對非火屬性的怪傷害效果提升20%
bossrenjie83Amute3awaken1Tips,攻击敌方单体，造成水属性法术伤害,Deals water type magic damage to a single target,攻擊敵方單體，造成水屬性法術傷害
bossrenjie83Amute3awaken2Tips,提升自身智力,Increases your INT,提升自身智力
bossrenjie83Amute3awaken3Tips,攻击敌方群体，造成水属性法术伤害,Deals water type magic damage to all enemy targets,攻擊敵方群體，造成水屬性法術傷害
bossrenjie83Amute3awaken4Tips,给己方单体目标添加物理、法术吸收护盾,Add a physical and magic absorption shield to a single ally target,給己方單體目標添加物理、法術吸收護盾
bossrenjie83Amute3awaken7Tips,对非水属性的怪伤害效果提升20%，受到来自非水属性伤害时50%几率触发物理法术护盾,"Increases damage to non-water type monsters by 20%；whenever you take damage from non-water type monsters, there is a 50% chance of casting a shield absorbing physical and magic damage",對非水屬性的怪傷害效果提升20%，受到來自非水屬性傷害時50%機率觸發物理法術護盾
bossrenjie84Anpusha5awaken1Tips,攻击敌方单体，造成暗属性法术伤害,Deals dark type magic damage to a single target,攻擊敵方單體，造成暗屬性法術傷害
bossrenjie84Anpusha5awaken2Tips,攻击敌方群体，造成暗属性法术伤害,Deals dark type magic damage to all enemy targets,攻擊敵方群體，造成暗屬性法術傷害
bossrenjie84Anpusha5awaken3Tips,攻击敌方单体，造成暗属性法术伤害附带降低力量、智力效果,Deals dark type magic damage to a single target and reduces the target's STR and INT,攻擊敵方單體，造成暗屬性法術傷害附帶降低力量、智力效果
bossrenjie84Anpusha5awaken5Tips,对非暗属性的怪伤害效果提升20%,Increases damage to non-dark type monsters by 20%,對非暗屬性的怪傷害效果提升20%
bossrenjie85Dujiaoshou1awaken1Tips,攻击敌方单体，造成光属性法术伤害，附加耀斑效果（持续伤害）,Deals light type magic damage to a single target with additional weak light type DOT,攻擊敵方單體，造成光屬性法術傷害，附加耀斑效果（持續傷害）
bossrenjie85Dujiaoshou1awaken2Tips,提高自己40%速度，持续3回合,Increases your SPD by 40% for 3 turns,提高自己40%速度，持續3回合
bossrenjie85Dujiaoshou1awaken3Tips,若自身有增益效果则恢复大量血量，若有减益效果则恢复大量血量，否则恢复少量血量,"If you has buffs, then recover amount of HP. If you has debuffs, then recover amount of HP.",若自身有增益效果則恢復大量血量，若有減益效果則恢復大量血量，否則恢復少量血量
bossrenjie85Dujiaoshou1awaken5Tips,回复自身全部血量,Recovers all of your HP,回復自身全部血量
bossrenjie85Dujiaoshou1awaken9Tips,对非光属性的怪伤害效果提升20%,Increases damage to non-light type monsters by 20%,對非光屬性的怪傷害效果提升20%
bossrenjie86Landuo21Tips,攻击敌方单体，造成100%法攻草属性伤害,Deals (100% of magic ATK) grass type damage to a single target,攻擊敵方單體，造成100%法攻草屬性傷害
bossrenjie86Landuo22Tips,降低敌方群体40%速度，持续3回合,Reduces SPD of all enemies by 40% for 3 turns,降低敵方群體40%速度，持續3回合
bossrenjie86Landuo23Tips,攻击敌方群体，造成30%法攻草属性伤害，附加施毒效果（持续伤害）,"Deals (30% of magic ATK) grass type damage to all enemy targets, with  additional strong grass type DOT",攻擊敵方群體，造成30%法攻草屬性傷害，附加施毒效果（持續傷害）
bossrenjie86Landuo24Tips,攻击敌方群体，造成100%法攻草属性伤害同时附加100%眩晕,"Deals (100% of magic ATK) grass type damage to all enemy targets, with a 100% chance of stun",攻擊敵方群體，造成100%法攻草屬性傷害同時附加100%眩暈
bossrenjie87Baonu41Tips,挥舞巨锤对敌方单体造成火属性物理伤害，几率附带100%眩晕效果,"Swing a massive hammer, dealing fire type physical damage to a single target, with a chance of stun",揮舞巨錘對敵方單體造成火屬性物理傷害，機率附帶100%眩暈效果
bossrenjie87Baonu43Tips,怒吼着对敌方群体造成火属性物理伤害，几率附带100%眩晕效果,"Roar to deal fire type physical damage to all enemy targets, with a chance of stun",怒吼著對敵方群體造成火屬性物理傷害，機率附帶100%眩暈效果
bossrenjie87Baonu45Tips,狂暴效果，提升自身力量，同时降低自身防御力50%,"Enrage effect, increases your STR while reducing your DEF by 50%",狂暴效果，提升自身力量，同時降低自身防禦力50%
bossrenjie88Yafogemeng51Tips,攻击敌方单体，造成100%物攻暗属性伤害,Deals (100% of physical ATK) dark type damage to a single target,攻擊敵方單體，造成100%物攻暗屬性傷害
bossrenjie88Yafogemeng52Tips,若生命值低于90%则大幅度增加生命值，若生命值高于90%则附带力量提升80%，持续3回合,"If HP is less than 90%, then greatly increase HP amount. If HP is over 90%, increases strength of yourself by 80% for 3 turns",若生命值低於90%則大幅度增加生命值，若生命值高於90%則附帶力量提升80%，持續3回合
bossrenjie88Yafogemeng54Tips,攻击敌方群体附加100%眩晕,"Deals all enemy targets, with a 100% chance of stun",攻擊敵方群體附加100%眩暈
bossrenjie88Yafogemeng58Tips,若未在一定时间内死亡，则扭转时空回到过去,"If Jester doesn't die in a set amount of time, then she will travel back in time",若未在一定時間內死亡，則扭轉時空回到過去
ultNvyao1Name,光明审判,Light Judgement,光明審判
ultLuoxinfu1Name,毒网,Poison Net,毒網
ultPiying1Name,皮影戏,Shadow Play,皮影戲
ultJinglingwang2Name,荆棘一击,Piercing Strike,荊棘一擊
ultKahuna2Name,不屈意志,Resolute Will,不屈意志
ultYifanmumian1Name,精神控制,Mind Control,精神控制
psvNvyao1Name,诅咒,Curse,詛咒
psvLuoxinfu1Name,毒爪,Stinger,毒爪
psvPiying1Name,阴暗,Dark Devices,陰暗
psvJinglingwang2Name,治疗薄雾,Healing Mist,治療薄霧
psvKahuna2Name,轻视,Scorn,輕視
